gp_ID,gp_Name,gp_Score
3564,Data Visualization Platform,64.38
3565,Automated Exam Management,59.93
3566,Employee Attendance Tracker,87.45
3567,Social Media Analytics,95.24
3568,Social Media Analytics,58.58
3569,Logistics Optimization Platform,94.15
3570,Restaurant Ordering System,66.46
3571,Digital Quiz and Result Analyzer,63.55
3572,Cloud-Based Test Management,94.22
3573,Cloud-Based Test Management,57.74
3574,Healthcare Data Warehouse,88.89
3575,Data Visualization Platform,90.55
3576,Student Assessment Portal,93.5
3577,Smart Parking System,54.25
3578,Smart Parking System,77.84
3579,E-Learning and Exam Platform,95.05
3580,Student Assessment Portal,95.68
3581,Automated Exam Management,63.49
3582,Exam Scheduling and Proctoring System,96.67
3583,E-Learning and Exam Platform,52.18
3584,AI-based Exam Evaluator,82.93
3585,Human Resource Management,82.85
3586,Inventory Management System,81.84
3587,Logistics Optimization Platform,98.3
3588,Exam Result Prediction System,74.61
3589,Healthcare Data Warehouse,68.77
3590,IoT Smart Home Controller,84.01
3591,Real Estate Analytics Dashboard,92.74
3592,E-Learning and Exam Platform,69.09
3593,Automated Exam Management,71.96
3594,Data Visualization Platform,96.49
3595,Cloud-Based Test Management,76.87
3596,Customer Feedback Analyzer,66.38
3597,Student Assessment Portal,59.85
3598,School Management System,54.12
3599,Exam Result Prediction System,85.69
3600,Exam Result Prediction System,99.52
3601,Tourism Recommendation System,88.38
3602,Healthcare Data Warehouse,63.48
3603,Data Visualization Platform,77.87
3604,Student Assessment Portal,96.27
3605,Smart Invigilation System,80.53
3606,Hospital Management System,89.39
3607,Cloud-Based Test Management,82.59
3608,Hospital Management System,79.64
3609,Customer Feedback Analyzer,53.49
3610,Hospital Management System,88.56
3611,E-Learning and Exam Platform,76.96
3612,Human Resource Management,67.93
3613,E-Learning and Exam Platform,92.95
3614,Smart Invigilation System,51.02
3615,Exam Result Prediction System,69.23
3616,Inventory Management System,75.64
3617,Sales Forecasting Tool,57.07
3618,Exam Scheduling and Proctoring System,80.89
3619,AI-based Exam Evaluator,77.86
3620,Library Automation System,63.54
3621,Employee Attendance Tracker,93.02
3622,Hospital Management System,77.46
3623,Exam Scheduling and Proctoring System,85.2
3624,Logistics Optimization Platform,66.25
3625,Automated Exam Management,87.92
3626,Digital Quiz and Result Analyzer,50.51
3627,Exam Scheduling and Proctoring System,53.57
3628,Exam Result Prediction System,90.28
3629,Restaurant Ordering System,50.65
3630,Digital Quiz and Result Analyzer,69.85
3631,Human Resource Management,70.32
3632,Student Assessment Portal,72.7
3633,Student Assessment Portal,74.96
3634,Cloud-Based Test Management,71.28
3635,Smart Invigilation System,69.96
3636,AI-based Exam Evaluator,91.72
3637,AI-based Exam Evaluator,52.55
3638,Student Assessment Portal,63.58
3639,Student Assessment Portal,97.21
3640,School Management System,78.31
3641,Bank Loan Prediction System,78.75
3642,Digital Quiz and Result Analyzer,63.54
3643,Employee Attendance Tracker,63.15
3644,Library Automation System,77.02
3645,Cloud-Based Test Management,51.07
3646,Employee Attendance Tracker,85.66
3647,Exam Scheduling and Proctoring System,82.89
3648,Employee Attendance Tracker,51.22
3649,Human Resource Management,94.62
3650,Automated Exam Management,94.67
3651,Healthcare Data Warehouse,93.91
3652,Customer Feedback Analyzer,89.03
3653,Exam Scheduling and Proctoring System,75.34
3654,Sales Forecasting Tool,70.12
3655,Data Visualization Platform,68.77
3656,Cloud-Based Test Management,82.35
3657,Logistics Optimization Platform,58.84
3658,Inventory Management System,68.51
3659,Smart Parking System,64.02
3660,Data Visualization Platform,97.87
3661,Student Assessment Portal,71.58
3662,Inventory Management System,80.2
3663,Customer Feedback Analyzer,98.58
3664,Exam Result Prediction System,68.88
3665,Exam Result Prediction System,61.04
3666,Tourism Recommendation System,59.77
3667,Smart Invigilation System,84.63
3668,Student Assessment Portal,64.29
3669,Customer Feedback Analyzer,60.56
3670,Tourism Recommendation System,59.43
3671,Social Media Analytics,79.74
3672,Employee Attendance Tracker,77.65
3673,Cloud-Based Test Management,65.24
3674,Healthcare Data Warehouse,59.5
3675,Online Examination System,98.22
3676,Student Assessment Portal,61.97
3677,AI-based Exam Evaluator,70.44
3678,Smart Invigilation System,59.13
3679,E-Learning and Exam Platform,88.14
3680,Exam Result Prediction System,87.31
3681,Digital Quiz and Result Analyzer,70.04
3682,Student Assessment Portal,78.33
3683,Human Resource Management,64.23
3684,Tourism Recommendation System,98.34
3685,Real Estate Analytics Dashboard,56.21
3686,Employee Attendance Tracker,85.86
3687,Employee Attendance Tracker,90.26
3688,Cloud-Based Test Management,62.26
3689,Digital Quiz and Result Analyzer,56.93
3690,E-Commerce Dashboard,74.85
3691,Sales Forecasting Tool,91.37
3692,Library Automation System,58.3
3693,Automated Exam Management,59.41
3694,E-Learning and Exam Platform,68.6
3695,Customer Feedback Analyzer,67.07
3696,E-Learning and Exam Platform,64.73
3697,Human Resource Management,76.26
3698,Digital Quiz and Result Analyzer,53.18
3699,Exam Scheduling and Proctoring System,64.53
3700,Tourism Recommendation System,90.33
3701,AI-based Exam Evaluator,74.63
3702,Cloud-Based Test Management,92.69
3703,Smart Parking System,99.83
3704,AI-based Exam Evaluator,75.9
3705,Smart Invigilation System,58.52
3706,Cloud-Based Test Management,75.81
3707,Smart Invigilation System,64.69
3708,Employee Attendance Tracker,68.53
3709,Logistics Optimization Platform,69.11
3710,University Admission Portal,72.57
3711,Social Media Analytics,69.1
3712,Bank Loan Prediction System,53.93
3713,Cloud-Based Test Management,95.78
3714,Tourism Recommendation System,68.68
3715,Smart Invigilation System,96.63
3716,E-Learning and Exam Platform,61.17
3717,Real Estate Analytics Dashboard,64.92
3718,Exam Scheduling and Proctoring System,71.9
3719,Automated Exam Management,66.92
3720,Data Visualization Platform,85.84
3721,Healthcare Data Warehouse,74.91
3722,Sales Forecasting Tool,77.76
3723,Exam Result Prediction System,94.76
3724,Student Assessment Portal,80.95
3725,University Admission Portal,92.44
3726,E-Learning and Exam Platform,97.48
3727,Tourism Recommendation System,88.5
3728,Restaurant Ordering System,74.51
3729,Student Assessment Portal,85.67
3730,Restaurant Ordering System,83.03
3731,Human Resource Management,83.01
3732,E-Learning and Exam Platform,57.41
3733,Cloud-Based Test Management,58.04
3734,Logistics Optimization Platform,56.78
3735,School Management System,50.19
3736,Automated Exam Management,95.61
3737,Customer Feedback Analyzer,57.09
3738,E-Learning and Exam Platform,55.12
3739,Automated Exam Management,56.34
3740,Digital Quiz and Result Analyzer,64.78
3741,E-Learning and Exam Platform,98.99
3742,Automated Exam Management,91.73
3743,University Admission Portal,68.85
3744,Exam Scheduling and Proctoring System,71.98
3745,Student Assessment Portal,65.7
3746,Digital Quiz and Result Analyzer,69.87
3747,AI-based Exam Evaluator,93.83
3748,Employee Attendance Tracker,88.27
3749,Exam Result Prediction System,92.39
3750,Exam Scheduling and Proctoring System,92.58
3751,E-Learning and Exam Platform,86.82
3752,Restaurant Ordering System,59.32
3753,Real Estate Analytics Dashboard,69.87
3754,Customer Feedback Analyzer,73.3
3755,Inventory Management System,52.34
3756,Digital Quiz and Result Analyzer,67.11
3757,Smart Invigilation System,80.36
3758,Automated Exam Management,87.81
3759,Social Media Analytics,61.54
3760,Cloud-Based Test Management,96.69
3761,AI-based Exam Evaluator,50.51
3762,Employee Attendance Tracker,92.36
3763,AI-based Exam Evaluator,94.75
3764,Data Visualization Platform,60.33
3765,Exam Scheduling and Proctoring System,78.56
3766,Restaurant Ordering System,69.48
3767,Online Examination System,84.04
3768,Social Media Analytics,69.27
3769,School Management System,92.62
3770,Real Estate Analytics Dashboard,80.45
3771,University Admission Portal,93.64
3772,E-Learning and Exam Platform,55.82
3773,AI-based Exam Evaluator,59.88
3774,Digital Quiz and Result Analyzer,92.65
3775,Online Examination System,64.86
3776,Tourism Recommendation System,98.2
3777,E-Learning and Exam Platform,92.81
3778,AI-based Exam Evaluator,56.48
3779,E-Learning and Exam Platform,54.95
3780,Smart Invigilation System,65.25
3781,Exam Result Prediction System,92.76
3782,Digital Quiz and Result Analyzer,66.42
3783,Exam Result Prediction System,55.39
3784,Restaurant Ordering System,55.87
3785,E-Commerce Dashboard,89.7
3786,E-Learning and Exam Platform,91.17
3787,Automated Exam Management,52.22
3788,Exam Scheduling and Proctoring System,86.6
3789,Real Estate Analytics Dashboard,64.4
3790,Smart Parking System,86.44
3791,Logistics Optimization Platform,65.41
3792,University Admission Portal,50.3
3793,Real Estate Analytics Dashboard,60.52
3794,Tourism Recommendation System,78.03
3795,Online Examination System,62.18
3796,Online Examination System,57.61
3797,Exam Result Prediction System,64.38
3798,University Admission Portal,86.53
3799,E-Commerce Dashboard,67.61
3800,Human Resource Management,69.63
3801,Student Assessment Portal,56.54
3802,Tourism Recommendation System,50.76
3803,Automated Exam Management,97.11
3804,IoT Smart Home Controller,71.4
3805,Tourism Recommendation System,72.9
3806,Logistics Optimization Platform,83.06
3807,Customer Feedback Analyzer,82.21
3808,Employee Attendance Tracker,57.04
3809,Logistics Optimization Platform,94.82
3810,Smart Invigilation System,95.17
3811,Automated Exam Management,95.8
3812,AI-based Exam Evaluator,94.86
3813,AI-based Exam Evaluator,92.27
3814,School Management System,83.66
3815,Inventory Management System,67.23
3816,Smart Invigilation System,90.62
3817,Human Resource Management,75.63
3818,Exam Scheduling and Proctoring System,64.27
3819,Online Examination System,84.8
3820,AI-based Exam Evaluator,82.07
3821,AI-based Exam Evaluator,81.23
3822,Student Assessment Portal,69.29
3823,AI-based Exam Evaluator,95.69
3824,Student Assessment Portal,94.67
3825,Exam Scheduling and Proctoring System,85.78
3826,Online Examination System,77.45
3827,Sales Forecasting Tool,64.18
3828,Exam Result Prediction System,97.29
3829,AI-based Exam Evaluator,76.55
3830,Cloud-Based Test Management,50.93
3831,Digital Quiz and Result Analyzer,79.07
3832,Customer Feedback Analyzer,95.33
3833,Digital Quiz and Result Analyzer,97.76
3834,Digital Quiz and Result Analyzer,53.49
3835,Library Automation System,87.98
3836,Social Media Analytics,73.16
3837,Healthcare Data Warehouse,64.08
3838,E-Commerce Dashboard,79.5
3839,Healthcare Data Warehouse,90.34
3840,E-Commerce Dashboard,53.62
3841,Digital Quiz and Result Analyzer,69.29
3842,Exam Scheduling and Proctoring System,84.74
3843,Real Estate Analytics Dashboard,98.72
3844,Sales Forecasting Tool,78.19
3845,Healthcare Data Warehouse,53.29
3846,Automated Exam Management,86.42
3847,Exam Result Prediction System,50.01
3848,Student Assessment Portal,71.09
3849,AI-based Exam Evaluator,89.51
3850,Smart Invigilation System,97.55
3851,Digital Quiz and Result Analyzer,95.3
3852,Healthcare Data Warehouse,58.25
3853,Automated Exam Management,74.94
3854,Healthcare Data Warehouse,69.01
3855,E-Learning and Exam Platform,76.54
3856,Real Estate Analytics Dashboard,77.36
3857,Bank Loan Prediction System,64.71
3858,Sales Forecasting Tool,93.41
3859,Inventory Management System,92.6
3860,E-Learning and Exam Platform,90.41
3861,Hospital Management System,54.74
3862,Real Estate Analytics Dashboard,76.54
3863,Real Estate Analytics Dashboard,97.18
3864,Bank Loan Prediction System,96.56
3865,Sales Forecasting Tool,72.75
3866,Online Examination System,69.97
3867,AI-based Exam Evaluator,62.99
3868,Bank Loan Prediction System,53.46
3869,Smart Parking System,52.81
3870,Digital Quiz and Result Analyzer,51.21
3871,Real Estate Analytics Dashboard,81.64
3872,Online Examination System,65.55
3873,Human Resource Management,60.3
3874,School Management System,84.29
3875,Cloud-Based Test Management,69.02
3876,Student Assessment Portal,77.32
3877,Data Visualization Platform,84.48
3878,Logistics Optimization Platform,80.29
3879,Data Visualization Platform,52.29
3880,Library Automation System,98.01
3881,E-Learning and Exam Platform,97.01
3882,Smart Invigilation System,67.98
3883,Automated Exam Management,82.21
3884,Cloud-Based Test Management,72.3
3885,Student Assessment Portal,89.17
3886,Smart Invigilation System,96.78
3887,Online Examination System,63.54
3888,University Admission Portal,82.47
3889,Student Assessment Portal,55.03
3890,AI-based Exam Evaluator,90.83
3891,Employee Attendance Tracker,63.18
3892,E-Learning and Exam Platform,89.3
3893,Employee Attendance Tracker,59.06
3894,Healthcare Data Warehouse,56.01
3895,AI-based Exam Evaluator,75.04
3896,E-Learning and Exam Platform,90.79
3897,Sales Forecasting Tool,61.45
3898,Customer Feedback Analyzer,65.53
3899,Logistics Optimization Platform,57.48
3900,Human Resource Management,93.27
3901,Smart Invigilation System,78.8
3902,Inventory Management System,63.2
3903,Human Resource Management,54.76
3904,Automated Exam Management,94.57
3905,E-Commerce Dashboard,70.22
3906,School Management System,70.14
3907,Inventory Management System,67.41
3908,Cloud-Based Test Management,86.34
3909,Automated Exam Management,52.75
3910,Restaurant Ordering System,66.13
3911,IoT Smart Home Controller,75.21
3912,Cloud-Based Test Management,71.29
3913,Exam Result Prediction System,96.47
3914,Exam Result Prediction System,96.92
3915,Inventory Management System,98.55
3916,Digital Quiz and Result Analyzer,76.64
3917,Student Assessment Portal,90.36
3918,Online Examination System,68.95
3919,Tourism Recommendation System,71.81
3920,Online Examination System,88.1
3921,Digital Quiz and Result Analyzer,65.3
3922,Automated Exam Management,94.67
3923,Online Examination System,68.86
